organization_user_name,organization_namespace_url,organization_website,location_country,form_of_organization
dos-group,https://github.com/dos-group,https://tu.berlin/en/dos,Germany,academia
openchargemap,https://github.com/openchargemap,http://openchargemap.org,Global,community
ubilabs,https://github.com/ubilabs,https://ubilabs.com,Germany,for-profit
MetOffice,https://github.com/MetOffice,http://www.metoffice.gov.uk,UK,government agency
cloud-carbon-footprint,https://github.com/cloud-carbon-footprint,https://cloudcarbonfootprint.org,USA,community
stcorp,https://github.com/stcorp,http://stcorp.nl/,,
cncf-tags,https://github.com/cncf-tags,,,
mobilityhouse,https://github.com/mobilityhouse,https://mobilityhouse.com/,Germany,for-profit
orbisgis,https://github.com/orbisgis,http://www.orbisgis.org,France,academia
mlco2,https://github.com/mlco2,https://dataforgood.fr/,Global,community
streetmix,https://github.com/streetmix,https://streetmix.net/,Global,community
ec-jrc,https://github.com/ec-jrc,https://ec.europa.eu/jrc/,EU,government agency
GMLC-TDC,https://github.com/GMLC-TDC,https://helics.org,USA,government agency
FarmBot,https://github.com/FarmBot,https://farm.bot,USA,for-profit
GeospatialResearch,https://github.com/GeospatialResearch,https://geospatial.ac.nz,,
openghg,https://github.com/openghg,https://www.openghg.org,UK,community
OceanParcels,https://github.com/OceanParcels,http://oceanparcels.org,Global,community
OpenSTEF,https://github.com/OpenSTEF,https://wiki.lfenergy.org/display/HOME/OpenSTEF,Netherlands,for-profit
IIT-EnergySystemModels,https://github.com/IIT-EnergySystemModels,https://www.iit.comillas.edu/research-area/sadse,Spain,academia
NGEET,https://github.com/NGEET,http://ngee-tropics.lbl.gov/,USA,government agency
nilmtk,https://github.com/nilmtk,https://nilmtk.github.io/,Global,community
NEONScience,https://github.com/NEONScience,http://www.neonscience.org/,USA,government agency
openearth,https://github.com/openearth,http://publicwiki.deltares.nl/display/OET,Global,collaboration
PlanktonTeam,https://github.com/PlanktonTeam,,,
EnvironmentOntology,https://github.com/EnvironmentOntology,http://www.environmentontology.org,Global,academia
badlands-model,https://github.com/badlands-model,http://www.earthcolab.org,Australia,academia
spine-tools,https://github.com/spine-tools,http://www.spine-model.org/,Finland,collaboration
cyclestreets,https://github.com/cyclestreets,https://www.cyclestreets.org/,UK,non-profit
r4ss,https://github.com/r4ss,https://www.fisheries.noaa.gov/,USA,government agency
intake,https://github.com/intake,https://intake.readthedocs.io/en/latest/,USA,for-profit
MAAP-Project,https://github.com/MAAP-Project,https://maap-project.org/,Global,government agency
natcap,https://github.com/natcap,http://naturalcapitalproject.stanford.edu,USA,academia
Breakthrough-Energy,https://github.com/Breakthrough-Energy,https://breakthrough-energy.github.io/docs/,USA,for-profit
GridTools,https://github.com/GridTools,,Switzerland,academia
LBNL-ETA,https://github.com/LBNL-ETA,http://eta.lbl.gov,USA,government agency
aqualinkorg,https://github.com/aqualinkorg,http://aqualink.org,USA,community
StormSurgeLive,https://github.com/StormSurgeLive,https://www.stormsurge.live,Global,community
OpenTreeMap,https://github.com/OpenTreeMap,http://www.opentreemap.org,USA,for-profit
open-ideas,https://github.com/open-ideas,,Global,community
CCI-Tools,https://github.com/CCI-Tools,https://climate.esa.int/en/explore/analyse-climate-data/,UK,government agency
aodn,https://github.com/aodn,https://portal.aodn.org.au/,,
NorESMhub,https://github.com/NorESMhub,https://NorESM-docs.readthedocs.io/en/latest,Norway ,collaboration
usds,https://github.com/usds,https://www.usds.gov,USA,government agency
MODFLOW-USGS,https://github.com/MODFLOW-USGS,https://www.usgs.gov/mission-areas/water-resources/science/modflow-and-related-programs,USA,government agency
VIAME,https://github.com/VIAME,http://www.viametoolkit.org/,Global,collaboration
PCMDI,https://github.com/PCMDI,http://pcmdi.llnl.gov,USA,government agency
NOAA-FIMS,https://github.com/NOAA-FIMS,,,
Cloud-Drift,https://github.com/Cloud-Drift,https://cloud-drift.github.io/clouddrift/,USA,community
OpenWaterAnalytics,https://github.com/OpenWaterAnalytics,http://wateranalytics.org,Global,community
solectrus,https://github.com/solectrus,https://solectrus.de,Germany,for-profit
rl-institut,https://github.com/rl-institut,http://www.reiner-lemoine-institut.de,Germany,non-profit
hainegroup,https://github.com/hainegroup,https://sites.krieger.jhu.edu/haine/,UK,academia
ARPA-SIMC,https://github.com/ARPA-SIMC,https://www.arpae.it/it/temi-ambientali/meteo/cosa-fa-arpae-meteo,Italy,for-profit
TulipaEnergy,https://github.com/TulipaEnergy,,,
open-AIMS,https://github.com/open-AIMS,https://www.aims.gov.au/,Australia,government agency
pywr,https://github.com/pywr,,USA,academia
patch-technology,https://github.com/patch-technology,https://patch.io,USA,for-profit
SalishSeaCast,https://github.com/SalishSeaCast,https://salishsea.eos.ubc.ca/,,
pySTEPS,https://github.com/pySTEPS,https://pysteps.github.io/,Switzerland,academia
Greater-Wellington-Regional-Council,https://github.com/Greater-Wellington-Regional-Council,https://www.gw.govt.nz/,,
diowa,https://github.com/diowa,http://diowa.com,Italy,for-profit
cemsbv,https://github.com/cemsbv,https://cemsbv.nl,Netherlands,for-profit
cryotools,https://github.com/cryotools,https://cryo-tools.org,Global,community
energyPATHWAYS,https://github.com/energyPATHWAYS,https://www.evolved.energy/,USA,for-profit
pastas,https://github.com/pastas,https://pastas.readthedocs.io/en/latest/,Global,academia
CICE-Consortium,https://github.com/CICE-Consortium,,Global,collaboration
FraunhoferIWES,https://github.com/FraunhoferIWES,,,
SolarArbiter,https://github.com/SolarArbiter,https://forecastarbiter.epri.com,USA,government agency
HoareLea,https://github.com/HoareLea,http://www.hoarelea.com,,
h5netcdf,https://github.com/h5netcdf,https://h5netcdf.org/,Global,community
retrofitcoop,https://gitlab.com/retrofitcoop,,,
orcasound,https://github.com/orcasound,http://live.orcasound.net,,
mosaik,https://gitlab.com/mosaik,,,
lanl,https://github.com/lanl,https://www.lanl.gov/,USA,government agency
rubisco-sfa,https://github.com/rubisco-sfa,https://www.bgc-feedbacks.org/,USA,collaboration
emissions-api,https://github.com/emissions-api,https://emissions-api.org,Germany,community
SPF-OST,https://github.com/SPF-OST,http://www.spf.ch,,
pcraster,https://github.com/pcraster,http://www.pcraster.eu,Netherlands,academia
CLOVER-energy,https://github.com/CLOVER-energy,,Global,community
sinnwerkstatt,https://github.com/sinnwerkstatt,http://sinnwerkstatt.com/,Germany,for-profit
LabSid-USP,https://github.com/LabSid-USP,http://www.labsid.eng.br,Brazil,academia
tsdataclinic,https://github.com/tsdataclinic,https://dataclinic.twosigma.com/,USA,for-profit
BelgianBiodiversityPlatform,https://github.com/BelgianBiodiversityPlatform,http://www.biodiversity.be,Belgium,government agency
bigladder,https://github.com/bigladder,https://bigladdersoftware.com,USA,for-profit
csdms,https://github.com/csdms,http://csdms.colorado.edu,USA,academia
localdevices,https://github.com/localdevices,,,
meom-group,https://github.com/meom-group,http://meom-group.github.io/,France,collaboration
transportenergy,https://github.com/transportenergy,https://transportenergy.org,Global,community
santiago-sanitation-systems,https://github.com/santiago-sanitation-systems,https://github.com/santiago-sanitation-systems/Santiago.jl,Switzerland,collaboration
pygsflow,https://github.com/pygsflow,https://pygsflow.github.io/pygsflowdocs/,USA,government agency
EnAccess,https://github.com/EnAccess,https://enaccess.org,,
HotMaps,https://github.com/HotMaps,https://www.hotmaps-project.eu/,Global,community
meteostat,https://github.com/meteostat,https://meteostat.net,Canada,community
ihesp,https://github.com/ihesp,https://ihesp.github.io/ihesp_web/,USA,academia
SAP,https://github.com/SAP,https://opensource.sap.com,Germany,for-profit
AssessingSolar,https://github.com/AssessingSolar,http://assessingsolar.org,Global,community
upb-lea,https://github.com/upb-lea,https://ei.uni-paderborn.de/en/lea/,Germany,academia
igfuw,https://github.com/igfuw,http://foss.igf.fuw.edu.pl/,,
PREP-NexT,https://github.com/PREP-NexT,https://prep-next.github.io/PREP-SHOT/,Singapore,academia
climate-cooperative,https://github.com/climate-cooperative,https://climate-cooperative.org,,
ABbiodiversity,https://github.com/ABbiodiversity,http://www.abmi.ca,,
mit-jp,https://github.com/mit-jp,http://globalchange.mit.edu,USA,academia
r-earthengine,https://github.com/r-earthengine,,,
openCEMorg,https://github.com/openCEMorg,,Australia,academia
openmethane,https://github.com/openmethane,https://openmethane.org,,
ncsuSEAL,https://github.com/ncsuSEAL,https://ncsu-seal.netlify.app/,,
awebox,https://github.com/awebox,,Germany,for-profit
CriticalAssetManagement,https://github.com/CriticalAssetManagement,https://climateresilient.world/,USA,collaboration
teams,https://invent.kde.org/teams,https://merlijn.sebrechts.be,,
ODINN-SciML,https://github.com/ODINN-SciML,,Global,community
fineprint-global,https://github.com/fineprint-global,http://www.fineprint.global/,Austria,academia
CMLPlatform,https://github.com/CMLPlatform,https://www.universiteitleiden.nl/en/science/environmental-sciences/research,Netherlands,academia
NRAP,https://gitlab.com/NRAP,,,
TNO,https://github.com/TNO,http://www.tno.nl,Netherlands,government agency
AquaticEcoDynamics,https://github.com/AquaticEcoDynamics,http://aquatic.science.uwa.edu.au,Australia,government agency
umr-amap,https://github.com/umr-amap,http://amap.cirad.fr,France,academia
nansencenter,https://github.com/nansencenter,http://www.nersc.no,Norway ,non-profit
passaH2O,https://github.com/passaH2O,https://sites.google.com/site/passalacquagroup/home,USA,academia
omegalpes,https://gricad-gitlab.univ-grenoble-alpes.fr/omegalpes,,,
brazil-data-cube,https://github.com/brazil-data-cube,http://brazildatacube.org,Brazil,government agency
HIT2GAP-EU-PROJECT,https://github.com/HIT2GAP-EU-PROJECT,http://www.hit2gap.eu/,France,for-profit
EURAC-EEBgroup,https://github.com/EURAC-EEBgroup,http://www.eurac.edu/en/research/technologies/renewableenergy/researchfields/Pages/Energy-management-in-buildings.aspx,,
BreakingBytes,https://github.com/BreakingBytes,http://breakingbytes.github.io/,USA,for-profit
then-try-this,https://gitlab.com/then-try-this,,,
PSUmodeling,https://github.com/PSUmodeling,https://psumodeling.github.io/,USA,academia
dorie,https://gitlab.dune-project.org/dorie,,,
ARCCSS-extremes,https://github.com/ARCCSS-extremes,https://climateextremes.org.au/,Australia,government agency
RAMP-project,https://github.com/RAMP-project,,Global,community
isric,https://git.wur.nl/isric,,,
CryoGrid,https://github.com/CryoGrid,,Global,community
PerovskiteSCModelling,https://github.com/PerovskiteSCModelling,,Global,academia
KnowFlow,https://github.com/KnowFlow,https://publiclab.org/wiki/knowflow,China,community
epri-dev,https://github.com/epri-dev,http://www.epri.com,USA,for-profit
IWUGERMANY,https://github.com/IWUGERMANY,https://www.iwu.de,,
GralDispersionModel,https://github.com/GralDispersionModel,,Global,community
surfriderfoundationeurope,https://github.com/surfriderfoundationeurope,https://surfrider.eu/,France,non-profit
InverseTampere,https://github.com/InverseTampere,https://webpages.tuni.fi/inverse/,Finland,academia
cloudtostreet,https://github.com/cloudtostreet,https://boards.greenhouse.io/floodbase/,USA,for-profit
batterysim,https://github.com/batterysim,https://vibe.ornl.gov/,USA,government agency
PV-Lab,https://github.com/PV-Lab,http://pv.mit.edu,USA,academia
AustralianAntarcticDivision,https://github.com/AustralianAntarcticDivision,https://www.antarctica.gov.au/,Australia,government agency
LBNL-JCI-ICF,https://github.com/LBNL-JCI-ICF,,USA,collaboration
VUB-HYDR,https://github.com/VUB-HYDR,http://www.hydr.vub.ac.be/,Belgium,academia
genesysmod,https://git.tu-berlin.de/genesysmod,,,
wgms,https://gitlab.com/wgms,,,
arctic-risk,https://github.com/arctic-risk,https://arcticrisk.org,Global,academia
mathworks,https://github.com/mathworks,https://mathworks.github.io,Global,for-profit
energywebfoundation,https://github.com/energywebfoundation,http://energyweb.org/,Switzerland,for-profit
BlinkTagInc,https://github.com/BlinkTagInc,https://blinktag.com,USA,for-profit
globalbioticinteractions,https://github.com/globalbioticinteractions,http://globalbioticinteractions.org,Global,academia
Open-Earth-Foundation,https://github.com/Open-Earth-Foundation,https://openearth.org/,USA,non-profit
d-fine,https://github.com/d-fine,https://www.d-fine.com/,Germany,for-profit
undpindia,https://github.com/undpindia,https://www.in.undp.org/,India,government agency
sertit,https://github.com/sertit,https://sertit.unistra.fr/,,
SESMG,https://github.com/SESMG,http://www.fh.ms/esym,Germany,academia
earth-system-radiation,https://github.com/earth-system-radiation,https://earth-system-radiation.github.io/rte-rrtmgp/,Global,community
poseidon-fisheries,https://github.com/poseidon-fisheries,https://oceanconservancy.org/sustainable-fisheries/poseidon/,USA,non-profit
biomodhub,https://github.com/biomodhub,,,
idaholab,https://github.com/idaholab,https://inl.gov,USA,government agency
global-healthy-liveable-cities,https://github.com/global-healthy-liveable-cities,,,
Geodels,https://github.com/Geodels,http://www.earthcolab.org,Australia,academia
euroargodev,https://github.com/euroargodev,https://www.euro-argo.eu,EU,academia
gwmod,https://github.com/gwmod,,,
Planteome,https://github.com/Planteome,http://www.planteome.org/,,
IndEcol,https://github.com/IndEcol,http://www.is4ie.org,Global,non-profit
EDIorg,https://github.com/EDIorg,https://edirepository.org/,,
BattMoTeam,https://github.com/BattMoTeam,http://www.batterymodel.com,Norway,community
IPCC-WG1,https://github.com/IPCC-WG1,https://github.com/IPCC-WG1,Global,government agency
EnergyInnovation,https://github.com/EnergyInnovation,https://energyinnovation.org,USA,academia
seapath,https://github.com/seapath,,,
coopcycle,https://github.com/coopcycle,https://coopcycle.org,France,community
OSGP,https://github.com/OSGP,https://www.lfenergy.org/projects/gxf/,Netherlands,collaboration
respec,https://github.com/respec,http://www.respec.com,,
senbox-org,https://github.com/senbox-org,http://step.esa.int/main/toolboxes/snap/,,
JRCSTU,https://github.com/JRCSTU,https://ec.europa.eu/jrc/en/about/institutes-and-directorates/jrc-iet,Italy,government agency
marmelab,https://github.com/marmelab,http://marmelab.com,France,for-profit
WFP-VAM,https://github.com/WFP-VAM,http://vam.wfp.org,Global,government agency
actris-cloudnet,https://github.com/actris-cloudnet,https://cloudnet.fmi.fi/,,
dbca-wa,https://github.com/dbca-wa,https://www.dbca.wa.gov.au/,,
3DFin,https://github.com/3DFin,,,
arras-energy,https://github.com/arras-energy,https://arras.energy,USA,collaboration
GEOS-DEV,https://github.com/GEOS-DEV,https://geosx-geosx.readthedocs-hosted.com/en/latest/index.html,Global,community
specify,https://github.com/specify,https://specifysoftware.org/,USA,academia
NOAA-EMC,https://github.com/NOAA-EMC,http://www.emc.ncep.noaa.gov/,USA,government agency
regen-network,https://github.com/regen-network,https://www.regen.network,USA,for-profit
BASIN-3D,https://github.com/BASIN-3D,https://basin3d.readthedocs.io/en/stable/,Global,community
FLARE-forecast,https://github.com/FLARE-forecast,https://flare-forecast.org/,Global,collaboration
AntaresSimulatorTeam,https://github.com/AntaresSimulatorTeam,https://antares-simulator.org/,France,for-profit
pydap,https://github.com/pydap,,,
Plant-Root-Soil-Interactions-Modelling,https://github.com/Plant-Root-Soil-Interactions-Modelling,https://plant-root-soil-interactions-modelling.github.io/CRootBox/,Global,government agency
PIK-LPJmL,https://github.com/PIK-LPJmL,,,
frontendnetwork,https://github.com/frontendnetwork,https://frontendnet.work,Germany,for-profit
CLIMADA-project,https://github.com/CLIMADA-project,http://www.wcr.ethz.ch,Switzerland,academia
a-b-street,https://github.com/a-b-street,http://abstreet.org,USA,community
nasaharvest,https://github.com/nasaharvest,https://nasaharvest.org/,USA,government agency
mitrefireline,https://github.com/mitrefireline,http://fireline.mitre.org,,
Klimatbyran,https://github.com/Klimatbyran,,,
cityflow-project,https://github.com/cityflow-project,,Global,community
STS-Rosario,https://github.com/STS-Rosario,http://www.stsrosario.org.ar/index.html,Argentina,community
watertap-org,https://github.com/watertap-org,https://watertap-org.github.io/,,
earthobservations,https://github.com/earthobservations,,Germany,community
esmf-org,https://github.com/esmf-org,,Global,collaboration
MPAS-Dev,https://github.com/MPAS-Dev,https://ncar.ucar.edu/what-we-offer/models/model-prediction-across-scales-mpas,USA,government agency
the-clothing-loop,https://github.com/the-clothing-loop,https://www.clothingloop.org/,,
Exawind,https://github.com/Exawind,https://nalu-wind.readthedocs.io/en/latest/,Global,community
C4IROcean,https://github.com/C4IROcean,https://www.oceandata.earth/,,
NMF-earth,https://github.com/NMF-earth,http://nmf.earth,Global,community
OpenLitterMap,https://github.com/OpenLitterMap,https://openlittermap.com,Ireland,for-profit
Ecotrust,https://github.com/Ecotrust,https://ecotrust.org,USA,non-profit
OGGM,https://github.com/OGGM,http://www.oggm.org,Germany,non-profit
geopm,https://github.com/geopm,https://geopm.github.io,,
Greenstand,https://github.com/Greenstand,https://app.gitbook.com/@greenstand/s/engineering/,Global,non-profit
ITSLeeds,https://github.com/ITSLeeds,https://environment.leeds.ac.uk/transport,UK,academia
radis,https://github.com/radis,https://radis.github.io/,Global,community
GridOPTICS,https://github.com/GridOPTICS,https://www.battelle.org/,USA,non-profit
blue-marble,https://github.com/blue-marble,https://www.bluemarble.run,USA,for-profit
FESOM,https://github.com/FESOM,https://fesom.de/,Germany,government agency
ClimateGlobalChange,https://github.com/ClimateGlobalChange,https://climate.ucdavis.edu/tempestextremes.php,USA,academia
TrashMob-eco,https://github.com/TrashMob-eco,http://www.trashmob.eco,USA,non-profit
aquacropos,https://github.com/aquacropos,https://aquacropos.github.io/aquacrop/,Global,community
sentinelsat,https://github.com/sentinelsat,,Global,community
Open-EO,https://github.com/Open-EO,http://openeo.org/,Germany,community
OSOceanAcoustics,https://github.com/OSOceanAcoustics,https://oalib-acoustics.org/,USA,academia
cf-convention,https://github.com/cf-convention,http://cf-convention.github.io,Global,community
bopen,https://github.com/bopen,https://bopen.eu,,
metoppv,https://github.com/metoppv,,,
Energy-Sparks,https://github.com/Energy-Sparks,https://energysparks.uk/,UK,non-profit
airqo-platform,https://github.com/airqo-platform,http://www.airqo.net,,
xgcm,https://github.com/xgcm,,Global,community
amanzi,https://github.com/amanzi,http://amanzi.github.io,,
Deltares-research,https://github.com/Deltares-research,https://www.deltares.nl/en/,,
OpenLEADR,https://github.com/OpenLEADR,https://openleadr.org,,
equinor,https://github.com/equinor,http://www.equinor.com,Norway,for-profit
icesat2py,https://github.com/icesat2py,https://icepyx.readthedocs.io/en/latest/,Global,community
sovereign-nature,https://github.com/sovereign-nature,https://sovereignnature.com,,
neuralhydrology,https://github.com/neuralhydrology,https://neuralhydrology.github.io/,Germany,academia
CS-SI,https://github.com/CS-SI,http://www.csgroup.eu,,
LinkedEarth,https://github.com/LinkedEarth,http://linked.earth,USA,community
macroenergy,https://github.com/macroenergy,https://energy.mit.edu/,USA,academia
DOV-Vlaanderen,https://github.com/DOV-Vlaanderen,https://www.dov.vlaanderen.be,Belgium,government agency
biocro,https://github.com/biocro,,,
ai2cm,https://github.com/ai2cm,https://allenai.org/climate-modeling,USA,non-profit
SpeedyWeather,https://github.com/SpeedyWeather,,,
COSIMA,https://github.com/COSIMA,http://cosima.org.au,Australia,collaboration
openego,https://github.com/openego,https://openegoproject.wordpress.com/,Germany,community
RBGKew,https://github.com/RBGKew,https://www.kew.org/science/who-we-are-and-what-we-do/departments/biodiversity-informatics-and-spatial-analysis,UK,government agency
moja-global,https://github.com/moja-global,http://moja.global,Global,collaboration
radical-collaboration,https://github.com/radical-collaboration,,USA,academia
USGCRP,https://github.com/USGCRP,http://www.globalchange.gov,,
BioSTEAMDevelopmentGroup,https://github.com/BioSTEAMDevelopmentGroup,https://biosteam.readthedocs.io/en/latest/index.html,Global,community
assume-framework,https://github.com/assume-framework,https://assume-project.de/,Germany,community
Clay-foundation,https://github.com/Clay-foundation,,,
r-spatialecology,https://github.com/r-spatialecology,,Global,community
arup-group,https://github.com/arup-group,https://www.arup.com/,,
mapme-initiative,https://github.com/mapme-initiative,https://mapme-initiative.org/,Germany,for-profit
OceanBioME,https://github.com/OceanBioME,https://oceanbiome.github.io/OceanBioME.jl,UK,community
brightwind-dev,https://github.com/brightwind-dev,https://www.brightwindanalysis.com/,Ireland,for-profit
MESMER-group,https://github.com/MESMER-group,https://mesmer-emulator.readthedocs.io/en/latest/,Switzerland,academia
dataforgoodfr,https://github.com/dataforgoodfr,http://www.dataforgood.fr,France,community
tenstream,https://github.com/tenstream,,Germany,community
Aalto-Electric-Drives,https://github.com/Aalto-Electric-Drives,,,
Ozon3Org,https://github.com/Ozon3Org,,Global,community
consbio,https://github.com/consbio,http://consbio.org,,
riparias,https://github.com/riparias,https://riparias.be,Belgium,government agency
natural-solutions,https://gitlab.com/natural-solutions,,,
kW-Labs,https://github.com/kW-Labs,https://www.kw-engineering.com/,,
OceanNetworksCanada,https://github.com/OceanNetworksCanada,http://www.oceannetworks.ca/,,
HiDef-Aerial-Surveying,https://github.com/HiDef-Aerial-Surveying,http://hidef.bioconsult-sh.de/,UK,for-profit
cnumr,https://github.com/cnumr,https://collectif.greenit.fr,France,non-profit
joular,https://github.com/joular,https://www.noureddine.org/research/joular,France,academia
switch-model,https://github.com/switch-model,http://switch-model.org,USA,community
openEDI,https://github.com/openEDI,https://openei.org/wiki/Open_Energy_Data_Initiative_(OEDI),,
w3c,https://github.com/w3c,https://www.w3.org/,,
GEUS-SICE,https://github.com/GEUS-SICE,http://snow.geus.dk/,,
permamodel,https://github.com/permamodel,https://permamodel.github.io/,USA,academia
nmfs-fish-tools,https://github.com/nmfs-fish-tools,,,
NCPP,https://github.com/NCPP,http://earthsystemcog.org/projects/ncpp/,Global,community
WMD-group,https://github.com/WMD-group,https://wmd-group.github.io,UK,academia
GlobalFishingWatch,https://github.com/GlobalFishingWatch,http://globalfishingwatch.org,USA,non-profit
usa-npn,https://github.com/usa-npn,https://www.usanpn.org,USA,collaboration
macroecology,https://github.com/macroecology,,,
ECCO-GROUP,https://github.com/ECCO-GROUP,,Global,community
BirdLifeInternational,https://github.com/BirdLifeInternational,http://www.birdlife.org,,
responsibleproblemsolving,https://github.com/responsibleproblemsolving,,Global,community
geodynamics,https://github.com/geodynamics,https://www.geodynamics.org/,Global,collaboration
developmentseed,https://github.com/developmentseed,http://developmentseed.org,USA,for-profit
acs,https://git.rwth-aachen.de/acs,,,
epiverse-trace,https://github.com/epiverse-trace,https://epiverse.org,,
lter,https://github.com/lter,http://www.lternet.edu,,
rebipp,https://github.com/rebipp,https://www.rebipp.org.br,,
AfricaBirdData,https://github.com/AfricaBirdData,,,
iobis,https://github.com/iobis,https://obis.org,Belgium,collaboration
Permian-Global-Research,https://github.com/Permian-Global-Research,https://permianglobal.com/,,
sei-international,https://github.com/sei-international,http://www.sei.org/,Sweden,non-profit
Agri-Hub,https://github.com/Agri-Hub,,Greece,academia
sosy-lab,https://github.com/sosy-lab,https://www.sosy-lab.org,Germany,academia
hsbay,https://github.com/hsbay,http://www.autofracture.com/opencarbon,USA,for-profit
bioeconomy,https://gitlab.com/bioeconomy,,,
ebird,https://github.com/ebird,https://science.ebird.org/en/status-and-trends,USA,academia
MazamaScience,https://github.com/MazamaScience,http://mazamascience.com,,
diw-evu,https://gitlab.com/diw-evu,,,
isea,https://git.rwth-aachen.de/isea,,,
SHUD-System,https://github.com/SHUD-System,https://www.shud.xyz/en/,,
GlobalHydrologyLab,https://github.com/GlobalHydrologyLab,http://uncglobalhydrology.org,USA,academia
IDEMSInternational,https://github.com/IDEMSInternational,https://www.idems.international/,USA,non-profit
eco-hydro,https://github.com/eco-hydro,http://www.phenofit.top/,China,community
us191,https://forge.ird.fr/us191,,,
EPGOxford,https://github.com/EPGOxford,https://epg.eng.ox.ac.uk/,UK,academia
hydro-python,https://github.com/hydro-python,,,
Call-for-Code,https://github.com/Call-for-Code,https://developer.ibm.com/callforcode/,Global,collaboration
hotmaps,https://gitlab.com/hotmaps,,,
SonyCSL,https://github.com/SonyCSL,https://www.sonycsl.co.jp/,Japan,for-profit
jrc-ldv,https://code.europa.eu/jrc-ldv,,,
washingtonpost,https://github.com/washingtonpost,https://washpost.engineering/,USA,for-profit
allfed,https://github.com/allfed,http://allfed.info/,,
awst-austria,https://github.com/awst-austria,https://www.awst.at/,Austria,for-profit
nismod,https://github.com/nismod,http://www.itrc.org.uk,,
centrefornetzero,https://github.com/centrefornetzero,https://www.centrefornetzero.org/,,
CIMM-ORG,https://github.com/CIMM-ORG,http://www.cimm.org,USA,non-profit
MotusWTS,https://github.com/MotusWTS,http://www.motus.org,,
thinkingmachines,https://github.com/thinkingmachines,https://thinkingmachin.es,,
palma-ice,https://github.com/palma-ice,http://www.palma-ucm.es/palma-ice,Spain,community
BETALAB-team,https://github.com/BETALAB-team,https://research.dii.unipd.it/betalab/,Italy,academia
BIO-RSG,https://github.com/BIO-RSG,https://bio-rsg.github.io/,Canada,government agency
TAMU-AML,https://github.com/TAMU-AML,http://aml.engr.tamu.edu,,
ClarkCGA,https://github.com/ClarkCGA,,,
ausocean,https://github.com/ausocean,https://www.ausocean.org,,
Traace-co,https://github.com/Traace-co,https://traace.co,France,for-profit
HSG-AIML,https://github.com/HSG-AIML,http://www.hsg.ai,Switzerland,academia
NASA-DEVELOP,https://github.com/NASA-DEVELOP,https://appliedsciences.nasa.gov/nasadevelop,USA,government agency
EarthSystemDiagnostics,https://github.com/EarthSystemDiagnostics,https://www.awi.de/en/science/geosciences/polar-terrestrial-environmental-systems/research-foci/earth-system-diagnostics.html,Germany,academia
Etive-Mor,https://github.com/Etive-Mor,https://www.etive-mor.com/,,
dlr-pa,https://github.com/dlr-pa,https://www.dlr.de/pa,Germany,government agency
UI-Research,https://github.com/UI-Research,,,
socialincome-san,https://github.com/socialincome-san,https://socialincome.org,,
LiUSemWeb,https://github.com/LiUSemWeb,https://www.ida.liu.se/research/semanticweb/,,
Dark-Matter-Labs,https://github.com/Dark-Matter-Labs,https://darkmatterlabs.org,,
Imageomics,https://github.com/Imageomics,https://imageomics.osu.edu,,
fingreen-ai,https://github.com/fingreen-ai,https://fingreen.ai,,
AgRoMeteorologiaINTA,https://github.com/AgRoMeteorologiaINTA,,,
VU-IVM,https://github.com/VU-IVM,https://www.ivm.vu.nl/en/index.aspx,,
